2026-02-02 16:18:55,728 | WARNING | src.preprocessor | Spacy model 'en_core_web_sm' not found. Install with: python -m spacy download en_core_web_sm
2026-02-02 16:24:32,241 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/embeddings "HTTP/1.1 200 OK"
2026-02-02 16:24:32,602 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/embeddings "HTTP/1.1 429 Too Many Requests"
2026-02-02 16:24:32,602 | INFO | openai._base_client | Retrying request to /embeddings in 0.756000 seconds
2026-02-02 16:24:33,860 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/embeddings "HTTP/1.1 200 OK"
2026-02-02 16:24:34,536 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/embeddings "HTTP/1.1 200 OK"
2026-02-02 16:24:34,885 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/embeddings "HTTP/1.1 429 Too Many Requests"
2026-02-02 16:24:34,885 | INFO | openai._base_client | Retrying request to /embeddings in 0.367000 seconds
2026-02-02 16:24:35,434 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/embeddings "HTTP/1.1 429 Too Many Requests"
2026-02-02 16:24:35,434 | INFO | openai._base_client | Retrying request to /embeddings in 1.821000 seconds
2026-02-02 16:24:37,785 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/embeddings "HTTP/1.1 200 OK"
2026-02-02 16:24:38,134 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/embeddings "HTTP/1.1 429 Too Many Requests"
2026-02-02 16:24:38,134 | INFO | openai._base_client | Retrying request to /embeddings in 1.009000 seconds
2026-02-02 16:24:39,928 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/embeddings "HTTP/1.1 200 OK"
2026-02-02 16:24:40,621 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/embeddings "HTTP/1.1 200 OK"
2026-02-02 16:24:40,947 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/embeddings "HTTP/1.1 429 Too Many Requests"
2026-02-02 16:24:40,947 | INFO | openai._base_client | Retrying request to /embeddings in 2.278000 seconds
2026-02-02 16:24:43,412 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/embeddings "HTTP/1.1 429 Too Many Requests"
2026-02-02 16:24:43,428 | INFO | openai._base_client | Retrying request to /embeddings in 0.241000 seconds
